cipher,platform,variant,unknown_bits,keys_tested,seconds,keys_per_sec,found_key
salsa20,cpu,cpu_baseline,6,64,6.60367e-06,9.69159e+06,0xa55a12343fffffff
salsa20,gpu,gpu0_baseline,6,64,6.528e-06,9.80392e+06,0xa55a12343fffffff
salsa20,gpu,gpu1_optimized,6,64,5.4368e-06,1.17716e+07,0xa55a12343fffffff
salsa20,gpu,gpu2_optimized+ilp,6,64,5.8304e-06,1.09769e+07,0xa55a12343fffffff
salsa20,cpu,cpu_baseline,7,128,1.31773e-05,9.71365e+06,0xa55a12343fffffff
salsa20,gpu,gpu0_baseline,7,128,6.5472e-06,1.95503e+07,0xa55a12343fffffff
salsa20,gpu,gpu1_optimized,7,128,5.5168e-06,2.32019e+07,0xa55a12343fffffff
salsa20,gpu,gpu2_optimized+ilp,7,128,5.8208e-06,2.19901e+07,0xa55a12343fffffff
salsa20,cpu,cpu_baseline,8,256,2.62607e-05,9.74842e+06,0xa55a12343fffffff
salsa20,gpu,gpu0_baseline,8,256,6.9472e-06,3.68494e+07,0xa55a12343fffffff
salsa20,gpu,gpu1_optimized,8,256,6.24e-06,4.10256e+07,0xa55a12343fffffff
salsa20,gpu,gpu2_optimized+ilp,8,256,6.144e-06,4.16667e+07,0xa55a12343fffffff
salsa20,cpu,cpu_baseline,9,512,5.24617e-05,9.75951e+06,0xa55a12343fffffff
salsa20,gpu,gpu0_baseline,9,512,8.8128e-06,5.80973e+07,0xa55a12343fffffff
salsa20,gpu,gpu1_optimized,9,512,7.5616e-06,6.77105e+07,0xa55a12343fffffff
